compound_index,true_pkd,rf_rank,rf_pred,dl_rank,dl_pred,delta_rank
3537,6.4813547,1029,7.0085764,1512,6.901924,-483
3538,5.0213585,1030,7.0085764,1511,6.901924,-481
3539,4.724226,1031,7.0085764,1510,6.901924,-479
3540,3.8239086,1348,6.804219,2687,6.1470776,-1339
3541,8.346787,807,7.2393293,724,7.77649,83
3542,8.443698,900,7.1101775,1010,7.3518567,-110
3543,9.057496,220,8.305549,857,7.586425,-637
3544,4.7958775,4040,5.3440094,4151,4.965556,-111
3545,3.9208183,4496,4.278387,4359,4.3429756,137
3546,7.7189665,3167,6.0756445,1878,6.581311,1289
3547,7.283162,3109,6.093223,2894,6.018711,215
3548,7.336299,2618,6.2712812,3345,5.798252,-727
3549,7.279014,3168,6.0756445,1879,6.581311,1289
3550,7.7189665,3113,6.093223,2890,6.018711,223
3551,7.7189665,2619,6.2712812,3344,5.798252,-725
3552,7.336299,3110,6.093223,2895,6.018711,215
3553,7.279014,3114,6.093223,2892,6.018711,222
3554,6.65738,3112,6.093223,2891,6.018711,221
3555,7.266803,3111,6.093223,2893,6.018711,218
3556,4.301029,3997,5.4254026,2974,5.974958,1023
3557,4.301029,4100,5.2089496,4190,4.8608713,-90
3558,5.56862,2564,6.2935576,3645,5.6235113,-1081
3559,6.1937523,2040,6.482216,3647,5.621577,-1607
3560,6.698753,1712,6.60899,3558,5.6779876,-1846
3561,4.810002,3865,5.635957,2980,5.972189,885
3562,5.920059,3364,6.0079675,3541,5.688513,-177
3563,5.929925,3816,5.694847,2906,6.011346,910
3564,6.3694706,3677,5.8365445,3155,5.888425,522
3565,6.4496493,3862,5.642248,3371,5.7846856,491
3566,5.7999434,3866,5.635957,3018,5.95364,848
3567,6.850473,3705,5.8183928,3435,5.75219,270
3568,5.869956,3740,5.787189,3417,5.7620497,323
3569,5.8300023,3593,5.899794,3457,5.7383933,136
3570,7.186419,3549,5.9182568,2949,5.984597,600
3571,5.5800276,3532,5.925664,3208,5.864005,324
3572,5.789922,2802,6.207335,3583,5.6566696,-781
3573,7.6556077,3558,5.913986,3063,5.9323916,495
3574,5.96015,3867,5.635957,3154,5.889392,713
3575,7.0501223,3818,5.691166,3806,5.494604,12
3576,6.390299,3557,5.913986,3187,5.87286,370
3577,5.840102,3963,5.490254,3804,5.501338,159
3578,6.599825,3150,6.0809884,2920,6.0054045,230
3579,7.5086384,3032,6.127595,3049,5.938146,-17
3580,7.099469,2183,6.427105,3451,5.740434,-1268
3581,6.459871,3162,6.0773444,2807,6.068326,355
3582,6.419885,3690,5.8306723,3764,5.550481,-74
3583,6.069948,3149,6.0809884,3043,5.940279,106
3584,6.5298543,3678,5.836064,3281,5.836156,397
3585,7.4587955,2992,6.1416426,3335,5.8007636,-343
3586,4.5899982,3148,6.0809884,2880,6.023642,268
3587,8.017729,2788,6.210058,2828,6.058935,-40
3588,7.6757174,328,7.993785,584,8.006281,-256
3589,9.365522,441,7.735128,580,8.011568,-139
3590,8.79588,445,7.718832,619,7.9299965,-174
3591,6.920457,1399,6.769809,1827,6.6055903,-428
3592,9.376751,6,9.525676,162,8.550927,-156
3593,9.638272,7,9.524616,156,8.5557785,-149
3594,9.627088,9,9.503936,185,8.523504,-176
3595,9.721247,4,9.559836,42,8.787264,-38
3596,9.723538,8,9.524616,157,8.5557785,-149
3597,6.4947143,2655,6.25729,2595,6.2022557,60
3598,6.18702,2744,6.223767,2598,6.2022557,146
3599,5.448538,2745,6.223767,2597,6.2022557,148
3600,6.1366177,2386,6.361134,2840,6.049243,-454
3601,5.2441177,2286,6.393779,3310,5.816734,-1024
3602,6.4558077,2657,6.25729,2589,6.203883,68
3603,6.0808697,2267,6.400314,2596,6.2022557,-329
3604,6.8236194,2656,6.25729,2459,6.278643,197
3605,4.665544,902,7.1087914,1053,7.303441,-151
3606,4.5575185,901,7.1087914,1054,7.303441,-153
3607,4.9665723,4161,5.0982604,2012,6.5060205,2149
3608,6.3009434,1564,6.6830053,1874,6.582793,-310
3609,4.585025,3842,5.6627297,3896,5.388731,-54
3610,6.6734595,1820,6.57227,1640,6.772873,180
3611,8.69897,193,8.409703,578,8.017844,-385
3612,7.2749057,1902,6.533258,1020,7.3399096,882
3613,7.8827286,1893,6.536396,1534,6.878071,359
3614,4.4647045,4320,4.7598314,3682,5.5997047,638
3615,3.5421178,4543,4.128753,4127,5.023675,416
3616,4.6020584,4334,4.7292004,4436,4.0733404,-102
3617,3.5421178,4557,4.069763,4473,3.9322374,84
3618,4.115771,4484,4.317019,4384,4.2570705,100
3619,9.30103,149,8.513718,115,8.620078,34
3620,6.812197,847,7.185993,563,8.058877,284
3621,9.2218485,399,7.808164,371,8.248932,28
3622,8.744727,273,8.158923,119,8.61338,154
3623,9.568636,35,8.992826,147,8.576295,-112
3624,3.4236586,4614,3.7926693,4295,4.5654583,319
3625,3.399027,4615,3.7926693,4296,4.5654583,319
3626,3.7438836,4158,5.101013,4318,4.485857,-160
3627,7.9956784,460,7.6944723,1040,7.320594,-580
3628,8.443698,824,7.2229295,965,7.421274,-141
3629,6.38711,2972,6.1478863,2009,6.5083475,963
3630,8.79588,575,7.566391,1198,7.1513247,-623
3631,5.18708,1307,6.8308773,1718,6.71169,-411
3632,7.258848,1258,6.8594627,2230,6.390342,-972
3633,7.954677,823,7.2229295,960,7.421274,-137
3634,7.954677,1284,6.8374815,1932,6.554263,-648
3635,8.236572,822,7.2229295,962,7.421274,-140
3636,8.180456,821,7.2229295,964,7.421274,-143
3637,6.4683933,1161,6.9129815,970,7.4191985,191
3638,7.567031,846,7.1888523,2049,6.486041,-1203
3639,6.2756424,1164,6.9129815,969,7.4191985,195
3640,6.3664308,1163,6.9129815,968,7.4191985,195
3641,8.161151,825,7.2229295,959,7.421274,-134
3642,8.638272,875,7.159283,1440,6.9531946,-565
3643,6.38711,819,7.2229295,966,7.421274,-147
3644,6.3097153,2932,6.160092,2708,6.133962,224
3645,7.1420646,1288,6.8362865,1940,6.5500345,-652
3646,6.2517343,1293,6.8362865,1941,6.5500345,-648
3647,6.408824,1162,6.9129815,973,7.4191985,189
3648,6.6380835,2465,6.334934,1721,6.7112885,744
3649,6.2517343,2685,6.2458158,2289,6.3488383,396
3650,9.327902,573,7.566391,1194,7.1513247,-621
3651,7.1732774,2132,6.4456315,1624,6.7903433,508
3652,6.958213,1591,6.673717,2849,6.0416937,-1258
3653,8.585027,820,7.2229295,963,7.421274,-143
3654,6.619608,2982,6.144523,2115,6.457151,867
3655,7.493495,3427,5.981252,2277,6.361477,1150
3656,5.9585676,2611,6.273194,3106,5.910675,-495
3657,6.075669,3571,5.908946,2548,6.2279277,1023
3658,8.376751,873,7.159283,1441,6.9531946,-568
3659,6.65738,1158,6.9129815,972,7.4191985,186
3660,8.036212,1407,6.7655253,1336,7.030395,71
3661,6.1738605,1167,6.9129815,974,7.4191985,193
3662,7.2139587,1292,6.8362865,1942,6.5500345,-650
3663,6.920457,1899,6.53462,2702,6.1385202,-803
3664,6.721018,1294,6.8362865,1944,6.5500345,-650
3665,5.6020427,2415,6.3494344,2247,6.3807993,168
3666,6.7692957,1159,6.9129815,975,7.4191985,184
3667,6.920457,2086,6.4641232,1684,6.7404714,402
3668,6.4683933,1289,6.8362865,1945,6.5500345,-656
3669,7.1732774,2574,6.2880125,1433,6.9593134,1141
3670,5.9585676,1287,6.8362865,1946,6.5500345,-659
3671,8.346787,571,7.566391,1197,7.1513247,-626
3672,9.124939,570,7.566391,1196,7.1513247,-626
3673,6.119129,2464,6.334934,1720,6.7112885,744
3674,6.522734,1290,6.8362865,1939,6.5500345,-649
3675,5.9585676,1409,6.764819,1437,6.956498,-28
3676,5.7447033,1166,6.9129815,976,7.4191985,190
3677,6.508498,2127,6.448162,2004,6.5127554,123
3678,6.32781,2849,6.1878576,1617,6.803726,1232
3679,6.721018,2588,6.280753,2010,6.506775,578
3680,9.19382,576,7.566391,1199,7.1513247,-623
3681,6.2005906,1160,6.9129815,977,7.4191985,183
3682,8.468521,3192,6.062773,2103,6.4660435,1089
3683,6.346691,1291,6.8362865,1948,6.5500345,-657
3684,7.6757174,2348,6.372767,2025,6.5008783,323
3685,9.091515,572,7.566391,1195,7.1513247,-623
3686,6.58486,1286,6.8362865,1947,6.5500345,-661
3687,6.6018863,1295,6.8362865,1943,6.5500345,-648
3688,5.58501,3710,5.814009,2221,6.39883,1489
3689,5.4436855,2496,6.320747,2663,6.165906,-167
3690,5.5228643,2302,6.390157,2671,6.1626616,-369
3691,6.443577,1922,6.5216804,1999,6.5160847,-77
3692,5.7212234,3096,6.1000385,1472,6.932549,1624
3693,5.0362077,3863,5.6411915,2300,6.3427386,1563
3694,7.0264106,2603,6.2768188,2058,6.480283,545
3695,7.4672456,2049,6.4789166,2270,6.365279,-221
3696,6.3564487,3185,6.064812,2387,6.3046303,798
3697,5.0268674,3265,6.045599,2690,6.1452703,575
3698,6.7692957,3775,5.744447,2229,6.3905053,1546
3699,6.3097153,3662,5.847055,2448,6.284243,1214
3700,6.8857226,3106,6.0958447,2926,6.001151,180
3701,7.636388,2758,6.220605,2636,6.1791615,122
3702,7.8827286,3036,6.127074,2580,6.2088532,456
3703,5.3372326,2430,6.346557,1380,6.9951487,1050
3704,8.366531,2709,6.2384124,2037,6.4911346,672
3705,7.206908,3258,6.0487623,3017,5.95453,241
3706,6.3978314,3183,6.065836,2245,6.381465,938
3707,8.19382,2733,6.2297993,2694,6.1434646,39
3708,5.397929,3580,5.9038167,2495,6.2540197,1085
3709,7.7189665,974,7.04136,1956,6.5476217,-982
3710,7.480172,2705,6.239739,2271,6.365264,434
3711,7.12436,2431,6.346526,2043,6.4877863,388
3712,5.886023,3259,6.047977,2684,6.1514554,575
3713,7.107349,2447,6.3403883,2757,6.0986037,-310
3714,6.6380835,3460,5.9647675,2007,6.509926,1453
3715,6.853562,3371,6.0066752,2112,6.459093,1259
3716,6.1937523,2673,6.251709,2375,6.3100214,298
3717,5.3372326,2133,6.4455805,2160,6.433154,-27
3718,6.055468,2120,6.4497323,1661,6.7576346,459
3719,6.5526867,3065,6.1108475,2278,6.3602633,787
3720,5.6197705,1951,6.510416,2248,6.3800483,-297
3721,6.6380835,2922,6.165147,2558,6.221746,364
3722,6.0131836,2796,6.208055,2164,6.4313793,632
3723,6.677574,3081,6.105035,2496,6.2524643,585
3724,5.2291408,2886,6.1760087,2259,6.37243,627
3725,7.600326,2227,6.4111366,1903,6.5650005,324
3726,5.7212234,2765,6.2184753,2039,6.489909,726
3727,5.7958527,2534,6.3027186,2174,6.428405,360
3728,8.283997,3170,6.0755305,2322,6.3346014,848
3729,9.107905,574,7.566391,1193,7.1513247,-619
3730,8.031517,1650,6.634934,2185,6.4199457,-535
3731,5.9585676,2516,6.3113513,2132,6.4469957,384
3732,6.619608,1560,6.6870956,1654,6.761343,-94
3733,6.420102,2983,6.144523,2116,6.457151,867
3734,6.7956085,3327,6.025577,1418,6.962788,1909
3735,6.853562,2007,6.493472,1327,7.040988,680
3736,6.8236194,1705,6.616376,1515,6.8966713,190
3737,7.407823,2085,6.4641232,1683,6.7404714,402
3738,6.408824,2043,6.481057,1566,6.8407755,477
3739,6.2217765,2676,6.249337,1238,7.118698,1438
3740,6.508498,1651,6.63344,1565,6.843007,86
3741,6.1738605,2725,6.232066,2102,6.4663973,623
3742,5.0969048,2868,6.1811438,2912,6.0085173,-44
3743,6.8236194,3425,5.9839854,2624,6.1837344,801
3744,8.443698,2479,6.3275557,2275,6.362705,204
3745,5.3767405,2706,6.239143,2242,6.384636,464
3746,6.0808697,1398,6.7698336,2364,6.315015,-966
3747,5.508624,3655,5.8544455,2190,6.4163346,1465
3748,6.721018,1165,6.9129815,971,7.4191985,194
3749,6.142607,2228,6.4110656,1133,7.210228,1095
3750,7.50724,1575,6.67962,1144,7.2090645,431
3751,6.443577,1717,6.6076465,1525,6.889642,192
3752,6.8857226,3073,6.1073036,2363,6.3150187,710
3753,7.480172,2148,6.4369016,1742,6.7003803,406
3754,6.6018863,1355,6.797682,1570,6.8378086,-215
3755,7.5214334,2054,6.4773617,1693,6.7307715,361
3756,6.2290745,2692,6.2441034,2339,6.327446,353
3757,8.070581,2311,6.3857093,1400,6.977042,911
3758,7.118615,1606,6.6621895,1430,6.9611473,176
3759,7.454693,2161,6.4325285,1516,6.896038,645
3760,6.3978314,1828,6.569022,1116,7.2363567,712
3761,5.853841,2637,6.2647767,1761,6.67381,876
3762,6.999566,1587,6.6745577,1347,7.021743,240
3763,5.4948363,2207,6.421972,2813,6.06413,-606
3764,5.408924,1761,6.593287,2069,6.4745502,-308
3765,6.443577,2378,6.3635664,1482,6.928114,896
3766,7.154282,1532,6.707327,2036,6.491495,-504
3767,6.045709,1063,6.971419,1582,6.8276606,-519
3768,7.2211256,1665,6.6289,1128,7.213936,537
3769,6.124881,2558,6.294661,2426,6.297418,132
3770,5.3872056,1525,6.7109118,2286,6.352579,-761
3771,8.356547,3099,6.09957,1632,6.7796497,1467
3772,6.2217765,2914,6.166747,2396,6.3012366,518
3773,7.4672456,2693,6.2440224,2817,6.063995,-124
3774,6.214599,1789,6.582408,1490,6.9222183,299
3775,5.853841,2304,6.388998,2323,6.3340616,-19
3776,6.58486,3070,6.108766,2632,6.181481,438
3777,7.954677,3599,5.8969584,2984,5.971182,615
3778,7.396856,1827,6.5692677,1225,7.135831,602
3779,6.207538,2582,6.2828875,1871,6.583275,711
3780,7.5833597,1910,6.5262947,1760,6.6743226,150
3781,6.8236194,3049,6.11908,1906,6.5621996,1143
3782,7.954677,3306,6.034735,1764,6.6713133,1542
3783,8.408936,3538,5.922952,1833,6.6013494,1705
3784,6.58486,3621,5.886039,2565,6.216068,1056
3785,6.7692957,3642,5.8734794,2067,6.4758406,1575
3786,6.58486,3479,5.9570932,2619,6.1863637,860
3787,6.4683933,3038,6.124705,2544,6.229191,494
3788,6.161088,3660,5.8490834,2360,6.3171406,1300
3789,8.468521,977,7.038291,1226,7.134618,-249
3790,6.920457,3807,5.706276,2292,6.347973,1515
3791,6.0314703,3588,5.9016843,3265,5.843214,323
3792,6.2217765,3079,6.105564,2961,5.9809294,118
3793,6.2923446,2846,6.189142,2911,6.00942,-65
3794,7.419075,2326,6.3810596,2482,6.2628756,-156
3795,7.430626,2400,6.3566046,2337,6.328231,63
3796,6.161088,2494,6.321922,2905,6.0114727,-411
3797,6.4947143,3339,6.021346,2599,6.2018986,740
3798,6.999566,3507,5.9435735,2583,6.2084236,924
3799,6.3186684,3665,5.844894,2719,6.122731,946
3800,6.7444863,3474,5.9596367,1642,6.768736,1832
3801,6.060431,2559,6.2942038,2391,6.3040085,168
3802,7.536107,2412,6.350774,1008,7.354292,1404
3803,5.420205,2933,6.160092,2709,6.133962,224
3804,6.698753,2953,6.15297,2443,6.2870064,510
3805,6.2290745,3653,5.8568544,2179,6.4260144,1474
3806,5.7447033,3442,5.974582,2001,6.513542,1441
3807,7.7189665,2985,6.1437755,1801,6.6349955,1184
3808,5.7958527,3709,5.815435,1468,6.936134,2241
3809,6.4813547,1633,6.6450014,1822,6.6081033,-189
3810,5.9585676,3175,6.072147,2142,6.443193,1033
3811,6.853562,2724,6.233651,1355,7.0148964,1369
3812,6.0505614,2986,6.143212,1969,6.5362453,1017
3813,5.9207826,2481,6.327255,2634,6.1806307,-153
3814,7.850781,2694,6.2439275,2209,6.4067163,485
3815,6.32781,3535,5.923744,2541,6.2329745,994
3816,6.7956085,2917,6.1663127,3047,5.938952,-130
3817,7.326979,3080,6.1055484,2370,6.312273,710
3818,5.6989484,1964,6.5048213,2264,6.368184,-300
3819,5.5528264,2740,6.22547,2251,6.37611,489
3820,7.386158,1611,6.6591806,2167,6.4297085,-556
3821,7.3089185,3023,6.1306086,1995,6.517726,1028
3822,6.7692957,3017,6.131721,2321,6.3358316,696
3823,6.086133,2993,6.141641,3421,5.7602572,-428
3824,7.551294,2689,6.244729,1804,6.629462,885
3825,6.1803904,3422,5.9848804,2569,6.212847,853
3826,6.6018863,3483,5.9552293,2479,6.2646503,1004
3827,7.536107,2808,6.2044024,1931,6.554446,877
3828,7.2749057,1280,6.84088,2217,6.4015884,-937
3829,6.4813547,3184,6.065796,2320,6.3361635,864
3830,6.065451,1667,6.627195,1524,6.890091,143
3831,6.346691,2701,6.2403765,2212,6.402984,489
3832,7.442493,845,7.1888523,2048,6.486041,-1203
3833,7.8827286,3508,5.9433346,2234,6.3888483,1274
3834,6.0968556,1479,6.7390814,1904,6.5633087,-425
3835,7.6757174,2698,6.2428813,1817,6.6138496,881
3836,6.1803904,3478,5.9571342,2183,6.423054,1295
3837,5.0268674,2885,6.17658,1786,6.650399,1099
3838,6.721018,3181,6.067033,2362,6.3153796,819
3839,5.9207826,1432,6.756458,2071,6.4739456,-639
3840,6.244049,1701,6.619508,1562,6.8482723,139
3841,6.408824,2771,6.216822,2831,6.0561,-60
3842,6.7692957,2700,6.2420087,1290,7.0719223,1410
3843,7.386158,2413,6.3504086,3095,5.9182415,-682
3844,5.5228643,2580,6.2838154,3159,5.887493,-579
3845,6.420102,3556,5.914829,2225,6.392536,1331
3846,6.522734,3074,6.1072893,2460,6.2769737,614
3847,8.744727,1944,6.5127006,2445,6.2849946,-501
3848,6.4813547,2025,6.487581,2236,6.3882127,-211
3849,7.365523,2039,6.482598,1373,7.0016384,666
3850,6.721018,2909,6.168375,1262,7.101013,1647
3851,7.251037,2573,6.2880125,1432,6.9593134,1141
3852,7.442493,890,7.13231,1967,6.5373936,-1077
3853,8.244125,818,7.2229295,961,7.421274,-143
3854,6.5526867,2466,6.334934,1722,6.7112885,744
3855,6.026826,2958,6.150615,2746,6.1090236,212
3856,5.4685082,2572,6.2881494,2425,6.297529,147
3857,6.508498,2238,6.406645,1310,7.05912,928
3858,5.886023,1519,6.715257,1369,7.006502,150
3859,7.154282,1708,6.611159,1926,6.5584526,-218
3860,6.7692957,1593,6.6713305,1590,6.8190837,3
3861,6.091461,2790,6.2089925,2626,6.183243,164
3862,7.017277,3428,5.9783382,2855,6.0375795,573
3863,7.03105,3019,6.131398,2354,6.320298,665
3864,6.2217765,2562,6.2939677,2131,6.4470057,431
3865,5.853841,2371,6.366116,2147,6.4404297,224
3866,8.142668,3058,6.114553,2571,6.2104144,487
3867,5.31875,1647,6.6373034,2121,6.4529424,-474
3868,5.638253,3276,6.042192,2804,6.070199,472
3869,6.6380835,1653,6.6324487,2226,6.391781,-573
3870,5.7212234,2816,6.1998034,2161,6.4330516,655
3871,6.142607,1656,6.6310854,2107,6.463555,-451
3872,7.8827286,3307,6.0344996,2678,6.1538453,629
3873,5.7958527,3526,5.929131,1892,6.573226,1634
3874,7.1481304,2629,6.26745,2611,6.1924696,18
3875,8.008774,1700,6.620126,1864,6.5876675,-164
3876,7.0856566,1461,6.7415395,1500,6.914834,-39
3877,7.600326,1607,6.6606936,1658,6.7599773,-51
3878,6.7444863,3386,6.00104,1452,6.945979,1934
3879,5.1135035,2293,6.3925643,2758,6.0979824,-465
3880,7.193142,3309,6.0336924,3046,5.939986,263
3881,7.850781,3527,5.9290223,2809,6.065709,718
3882,8.026872,1057,6.980914,1105,7.251384,-48
3883,6.698753,3024,6.129431,2358,6.318526,666
3884,7.7931743,1370,6.786462,1267,7.098386,103
3885,7.166853,2644,6.2603865,1873,6.5830173,771
3886,6.920457,3606,5.8926544,2672,6.161524,934
3887,6.8236194,2839,6.191603,1703,6.722931,1136
3888,6.8857226,948,7.066878,2233,6.3891444,-1285
3889,5.7212234,3100,6.0992575,2900,6.0153728,200
3890,5.4685082,3062,6.1116753,2328,6.3297944,734
3891,6.5684752,2991,6.1417613,2616,6.1880126,375
3892,5.6020427,2894,6.1728454,2276,6.3619776,618
3893,6.508498,3607,5.89211,2186,6.419485,1421
3894,5.9585676,3221,6.0555973,3221,5.859208,0
3895,7.160522,2786,6.2106566,1974,6.531151,812
3896,6.698753,3477,5.957405,2400,6.2995267,1077
3897,6.3371477,1992,6.4983172,2280,6.3581696,-288
3898,5.886023,1352,6.8015285,1465,6.9395475,-113
3899,8.49485,874,7.159283,1439,6.9531946,-565
3900,6.65738,3543,5.9191065,2274,6.363265,1269
3901,6.443577,1127,6.9314313,2128,6.447714,-1001
3902,6.3097153,3372,6.0066695,2173,6.428502,1199
3903,5.31875,2764,6.219272,3142,5.892042,-378
3904,6.4558077,3198,6.0598593,1431,6.9605637,1767
3905,7.1360826,2460,6.336878,1292,7.071236,1168
3906,7.3555613,2404,6.355114,1333,7.0341206,1071
3907,6.920457,2309,6.3869214,2723,6.1193104,-414
3908,7.193142,2713,6.236589,2870,6.0322905,-157
3909,7.1732774,2135,6.44435,2220,6.398901,-85
3910,6.1366177,2682,6.2466073,2753,6.103371,-71
3911,6.0131836,2926,6.1643806,2044,6.487769,882
3912,7.186419,2310,6.386441,1993,6.5186357,317
3913,7.0501223,2036,6.484898,2017,6.5042157,19
3914,6.4683933,2642,6.260775,2590,6.2037535,52
3915,7.7931743,3010,6.1356335,2106,6.4639792,904
3916,6.299911,2355,6.3702564,958,7.4243803,1397
3917,4.8827252,3820,5.68917,3643,5.626095,177
3918,7.454693,1428,6.7574916,459,8.141631,969
3919,6.420102,1429,6.7574916,320,8.334623,1109
3920,6.6693835,1427,6.7574916,332,8.321648,1095
3921,6.5198493,1426,6.7574916,460,8.141631,966
3922,5.7851295,4150,5.118203,3481,5.722006,669
3923,8.853872,1023,7.014063,1180,7.167747,-157
3924,5.13,1787,6.584089,1115,7.239672,672
3925,7.289121,499,7.649126,1002,7.3649883,-503
3926,3.0,4665,3.3501985,4602,3.361224,63
3927,3.0,4646,3.5871363,4598,3.3663983,48
3928,3.0,4657,3.4313653,4607,3.3507874,50
3929,6.906228,2776,6.2141585,3010,5.961301,-234
3930,9.741602,40,8.968123,31,8.839539,9
3931,8.2218485,468,7.6816616,897,7.5347548,-429
3932,9.66354,329,7.9911613,387,8.22415,-58
3933,4.698968,4231,4.9570794,4257,4.703294,-26
3934,8.866461,279,8.140378,498,8.105962,-219
3935,7.2358236,562,7.5734434,746,7.7616224,-184
3936,5.58501,1175,6.906265,1461,6.939979,-286
3937,5.0315123,1174,6.906265,1462,6.939979,-288
3938,6.236497,1015,7.021425,935,7.4774265,80
3939,5.56862,2936,6.159693,2450,6.282897,486
3940,5.4948363,694,7.393493,553,8.068201,141
3941,6.32781,558,7.5734434,747,7.7616224,-189
3942,5.420205,1181,6.906265,1464,6.939979,-283
3943,5.6020427,696,7.393493,548,8.068201,148
3944,5.3665214,697,7.393493,547,8.068201,150
3945,5.638253,1985,6.501549,1366,7.0075555,619
3946,5.7695255,1182,6.906265,1455,6.939979,-273
3947,5.0861807,1179,6.906265,1460,6.939979,-281
3948,7.017277,561,7.5734434,744,7.7616224,-183
3949,6.161088,1017,7.021425,934,7.4774265,83
3950,5.397929,699,7.393493,549,8.068201,150
3951,5.397929,2353,6.370356,2401,6.2992916,-48
3952,5.1023674,2469,6.3331494,1810,6.62451,659
3953,6.113453,1178,6.906265,1463,6.939979,-285
3954,5.0457525,1177,6.906265,1459,6.939979,-282
3955,5.853841,2035,6.485345,1129,7.212618,906
3956,7.1360826,3134,6.0873723,2562,6.219597,572
3957,6.4947143,2527,6.304996,1283,7.0797195,1244
3958,9.130768,3264,6.0461855,1608,6.806077,1656
3959,6.853562,560,7.5734434,750,7.7616224,-190
3960,5.6989484,2153,6.436231,2100,6.4668074,53
3961,6.214599,1724,6.60565,1625,6.7869644,99
3962,5.7447033,3481,5.9568815,1681,6.742816,1800
3963,9.031517,3263,6.0461855,1609,6.806077,1654
3964,6.3009434,2178,6.4283223,2153,6.436627,25
3965,5.4685082,3375,6.0055466,2696,6.141397,679
3966,5.060476,2756,6.2209153,2382,6.306704,374
3967,6.2290745,693,7.393493,550,8.068201,143
3968,5.537587,1173,6.906265,1458,6.939979,-285
3969,6.420102,3164,6.076532,2283,6.356534,881
3970,6.6018863,559,7.5734434,745,7.7616224,-186
3971,5.1426616,698,7.393493,552,8.068201,146
3972,5.3372326,557,7.5734434,749,7.7616224,-192
3973,5.4685082,2977,6.146668,1867,6.586961,1110
3974,5.6989484,3310,6.0335436,1899,6.567552,1411
3975,6.6018863,2017,6.4888444,1716,6.7132554,301
3976,6.3371477,1016,7.021425,933,7.4774275,83
3977,5.1674848,3433,5.9767456,2098,6.467078,1335
3978,5.408924,1176,6.906265,1457,6.939979,-281
3979,5.2291408,2890,6.1746273,2148,6.4403896,742
3980,6.2217765,3721,5.8023524,2676,6.1555505,1045
3981,5.537587,3050,6.118845,2064,6.4779935,986
3982,5.9585676,3321,6.027351,2023,6.5024266,1298
3983,5.7212234,609,7.519904,828,7.6407537,-219
3984,5.7695255,3142,6.0834866,1783,6.6520815,1359
3985,5.9585676,2236,6.407429,1996,6.5175505,240
3986,5.9585676,3362,6.0111427,1891,6.5767517,1471
3987,5.5228643,2175,6.429569,1528,6.885483,647
3988,7.386158,3140,6.0841293,2046,6.4867353,1094
3989,5.3872056,2549,6.2966166,2140,6.443762,409
3990,5.1804495,2888,6.175439,2435,6.2910814,453
3991,5.7958527,2578,6.284371,2986,5.9699874,-408
3992,5.6989484,2411,6.351566,2014,6.5059223,397
3993,6.3097153,2457,6.337411,1805,6.6289396,652
3994,5.67776,3835,5.668028,2699,6.140014,1136
3995,5.4436855,2717,6.2345023,1784,6.651475,933
3996,5.00436,3083,6.1047773,2146,6.4408035,937
3997,5.4948363,2814,6.2015977,1987,6.5220346,827
3998,5.853841,3525,5.9292407,2439,6.2884893,1086
3999,5.9585676,2491,6.3226266,2070,6.4742036,421
4000,6.3664308,2554,6.2959476,2461,6.2764025,93
4001,5.9207826,1180,6.906265,1456,6.939979,-276
4002,5.1611447,1704,6.6178236,1569,6.8382683,135
4003,6.15484,753,7.3037486,827,7.6410255,-74
4004,5.7212234,2387,6.360609,2169,6.4292707,218
4005,5.886023,1614,6.6587687,1396,6.9830637,218
4006,6.4947143,2478,6.327676,2338,6.3278723,140
4007,5.9207826,2551,6.2963543,1809,6.625468,742
4008,5.853841,1790,6.582213,2348,6.3222237,-558
4009,7.1999707,2210,6.41948,1896,6.5707035,314
4010,6.0505614,2605,6.2762074,1410,6.970865,1195
4011,6.537452,2121,6.449628,1888,6.5780506,233
4012,6.0968556,1821,6.571887,860,7.5792847,961
4013,5.9585676,2662,6.256259,1990,6.520464,672
4014,5.6989484,835,7.2068686,588,7.993605,247
4015,5.7212234,2519,6.3102903,2498,6.251996,21
4016,5.537587,2198,6.4236617,2586,6.205706,-388
4017,5.2839885,2288,6.3934445,1834,6.6011705,454
4018,5.080917,2417,6.3489504,2356,6.3196507,61
4019,5.886023,2408,6.353689,1702,6.723009,706
4020,6.0131836,2339,6.3774242,2964,5.9793777,-625
4021,6.15484,2988,6.1427736,2664,6.165474,324
4022,5.4559197,3060,6.113783,2124,6.4504476,936
4023,6.38711,2482,6.3268394,1854,6.592701,628
4024,5.7958527,2747,6.222809,2367,6.3130436,380
4025,5.853841,1512,6.7180023,1882,6.579728,-370
4026,5.8238797,1815,6.5756893,2150,6.4379916,-335
4027,6.4558077,2782,6.211586,1657,6.7606325,1125
4028,6.207538,3257,6.0489507,2030,6.496126,1227
4029,6.3978314,2748,6.222703,1258,7.1045847,1490
4030,6.508498,2523,6.307139,1848,6.597292,675
4031,5.6020427,2209,6.42165,1852,6.593069,357
4032,5.6020427,2801,6.207584,2137,6.444666,664
4033,5.9207826,3051,6.1186843,2506,6.2476163,545
4034,7.365523,2282,6.394958,1894,6.5719967,388
4035,5.420205,3391,5.9975266,2287,6.3523264,1104
4036,5.4436855,2984,6.1441474,1719,6.7115517,1265
4037,7.326979,2271,6.397859,1584,6.823827,687
4038,5.58501,3317,6.030244,1680,6.744155,1637
4039,5.8238797,3383,6.003045,2424,6.2975416,959
